path,label,rank
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.28.43.978(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.30.48.076(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.29.21.178(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.25.13.583(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.31.08.376(DA2143910).png,1,3
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.23.45.484(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.23.27.884(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.16.49.590(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.30.31.877(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.19.04.988(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.29.03.179(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.20.34.887(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.29.51.478(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.24.58.283(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.28.28.778(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.22.51.078(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.17.13.790(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.25.29.482(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.24.19.582(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.19.28.586(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.21.11.185(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.31.46.776(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.21.43.086(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.24.02.383(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.26.20.581(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.22.15.584(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.26.58.381(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.18.45.689(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.17.32.691(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.27.13.181(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.23.10.584(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.21.59.085(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.27.57.079(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.28.11.580(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.19.46.288(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.26.00.865(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.20.02.887(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.27.28.281(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.29.35.179(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.30.07.210(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.20.50.287(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.22.32.085(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.25.46.383(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.27.41.704(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.32.10.076(DA2143910).png,1,3
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.24.39.382(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.17.55.790(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.31.28.076(DA2143910).png,1,1
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.18.26.089(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240906/2024-09-06_12.20.19.187(DA2143910).png,1,2
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.07.49.884(DA2143910)露光100000.png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.57.20.349(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.58.55.448(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.55.53.249(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.14.59.837(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.08.37.484(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.53.10.351(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.25.41.672(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.19.19.177(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.36.33.120(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.36.59.763(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.33.14.867(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.08.29.742(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.52.22.852(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.26.36.129(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.48.26.055(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.15.34.479(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.58.07.948(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.28.11.025(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.22.49.074(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.26.34.371(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.46.54.957(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.16.05.736(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.54.45.450(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.37.46.319(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.13.24.836(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.32.14.924(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.14.19.381(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.44.32.857(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.29.13.927(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.29.55.568(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.23.09.131(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.24.44.129(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.07.37.743(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.35.37.165(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.30.58.869(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.06.26.842(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.42.22.159(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.02.25.246(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.11.25.382(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.31.27.524(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.16.22.079(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.45.20.257(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.33.14.524(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.34.49.421(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.01.37.646(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.24.54.172(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.27.23.625(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_16.00.01.447(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.17.09.278(DA2143910).png,0
/net/nfs3/export/dataset/morita/tlo/bestex-weld2/20240426/2024-04-26_15.37.47.163(DA2143910).png,0
